Price,Levy,Manufacturer,Model,ProdYear,Category,LeatherInterior,FuelType,EngineVolume,Mileage,Cylinders,GearBoxType,DriveWheels,Doors,Wheel,Color,Airbags
6586,0,TOYOTA,Corolla,2001,Sedan,No,Petrol,1.5,138000,4,Automatic,Front,4,Right,Silver,2
10349,0,HONDA,FIT,2005,Hatchback,No,Petrol,1.3,156000,4,Automatic,Front,4,Right,Silver,4
26657,0,BMW,528,2011,Sedan,Yes,Petrol,3,125000,6,Tiptronic,Rear,4,Left,Silver,16
10036,5603,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,20,333686,4,Automatic,Front,4,Left,Silver,4
25089,0,სხვა,IVECO DAYLY,2007,Microbus,No,Diesel,2.3 Turbo,328000,4,Manual,Rear,4,Left,White,1
19130,1194,TOYOTA,Tacoma,2013,Sedan,Yes,Petrol,4,57554,6,Automatic,4x4,4,Left,Silver,12
21500,0,MERCEDES-BENZ,ML 280 სასწრაფოდ,2007,Jeep,Yes,Diesel,3,215000,6,Automatic,4x4,4,Left,Silver,8
3450,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,9626,4,Automatic,Front,4,Left,Black,12
26657,919,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,271701,6,Automatic,4x4,4,Left,White,12
14426,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,249112,6,Automatic,4x4,4,Left,Grey,0
1254,1292,BMW,X6,2016,Jeep,Yes,Petrol,3,74674,6,Automatic,4x4,4,Left,White,12
97219,0,BMW,640 GRAN-COUPE,2013,Sedan,Yes,Petrol,3.0 Turbo,71000,6,Tiptronic,Rear,4,Left,White,12
61154,0,LAND ROVER,Range Rover,2011,Jeep,Yes,Diesel,3.6 Turbo,175000,8,Tiptronic,4x4,4,Left,Black,12
18817,400,CHEVROLET,Volt,2018,Sedan,Yes,Hybrid,1.5,70720,4,Automatic,Front,4,Left,Black,12
21012,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,19834,4,Automatic,Front,4,Left,Silver,12
11290,1277,HYUNDAI,Santa FE,2018,Sedan,Yes,Petrol,2.4,10990,4,Automatic,Front,4,Left,Black,12
627,1024,NISSAN,Altima,2010,Sedan,Yes,Petrol,2.5,238342,4,Automatic,Front,4,Left,Black,12
24775,777,TOYOTA,Camry SPORT,2014,Sedan,Yes,Petrol,2.5,96000,4,Tiptronic,Front,4,Left,Grey,10
83107,1325,HYUNDAI,H1,2019,Microbus,Yes,Diesel,2.5,21442,4,Automatic,Front,4,Left,White,4
70562,0,BMW,X5 3.5,2014,Jeep,Yes,Petrol,3.0 Turbo,196000,6,Tiptronic,4x4,4,Left,Black,12
706,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907,8,Automatic,4x4,4,Left,Black,0
45445,1249,CHEVROLET,Impala,2017,Sedan,Yes,Petrol,2.5,65496,4,Automatic,Front,4,Left,Black,4
3136,271,TOYOTA,Prius C,2014,Hatchback,Yes,Hybrid,1.5,252442,4,Automatic,Front,4,Left,Grey,0
25716,831,FORD,Transit,2011,Goods wagon,No,Diesel,2.4,117277,4,Manual,Rear,4,Left,White,4
282,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,93816,4,Automatic,Front,4,Left,Black,0
11102,790,HYUNDAI,Elantra,2009,Sedan,Yes,Petrol,1.6,186434,4,Automatic,Front,4,Left,Silver,4
8311,891,MERCEDES-BENZ,GLA 250,2016,Jeep,Yes,Petrol,2,109555,4,Automatic,Front,4,Left,White,0
7840,0,MERCEDES-BENZ,E 320,1997,Sedan,Yes,LPG,3.2,170000,6,Manual,Rear,4,Left,Green,4
706,1234,MAZDA,CX-9,2011,Sedan,Yes,Petrol,3.7,271904,6,Automatic,4x4,4,Left,Silver,12
13485,878,TOYOTA,Prius,2009,Hatchback,No,Hybrid,1.8,257000,4,Automatic,Front,4,Left,Golden,6
11604,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,51211,4,Automatic,Front,4,Left,Black,4
12544,0,MITSUBISHI,Pajero IO,2000,Jeep,No,Petrol,2,15000,5,Automatic,4x4,4,Left,White,4
14950,0,SUBARU,Impreza,2011,Hatchback,No,Petrol,2,128000,4,Variator,4x4,4,Left,Silver,8
28852,0,TOYOTA,Corolla,2014,Sedan,Yes,Petrol,1.6,112000,4,Tiptronic,Front,4,Left,White,8
14113,0,MINI,Cooper,2008,Hatchback,Yes,Petrol,1.6,180000,4,Automatic,Front,2,Left,White,8
1500,0,TOYOTA,Hilux,2010,Pickup,Yes,Diesel,2.5 Turbo,33200,4,Manual,4x4,4,Left,White,4
5959,0,VOLKSWAGEN,Golf,2000,Sedan,No,CNG,1.6,187000,4,Manual,Front,4,Left,Silver,4
33908,833,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.2,150000,4,Automatic,Front,4,Left,Grey,4
13172,900,KIA,Optima,2015,Sedan,No,Petrol,2.4,111746,4,Automatic,Front,4,Left,White,0
549,1017,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2,87357,4,Automatic,Front,4,Left,Blue,12
9722,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,127515,4,Automatic,Front,4,Left,Black,12
12544,0,OPEL,Astra,2005,Hatchback,No,Diesel,1.7 Turbo,179000,4,Manual,Front,4,Left,Silver,6
2500,0,VAZ,2106,1988,Sedan,No,Petrol,0.3,0,4,Manual,Rear,4,Left,Yellow,0
1568,1172,TOYOTA,Highlander,2011,Jeep,Yes,Hybrid,3.5,342622,6,Automatic,4x4,4,Left,Black,12
627,1055,MERCEDES-BENZ,E 350,2013,Coupe,Yes,Diesel,3.5,0,6,Automatic,Rear,2,Left,Silver,12
392,779,TOYOTA,Camry,2013,Jeep,Yes,Hybrid,2.5,493571,4,Automatic,Front,4,Left,Black,12
9565,919,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3,171221,6,Automatic,Rear,4,Left,Black,12
21285,691,HONDA,FIT,2017,Hatchback,Yes,Petrol,1.3,68415,4,Automatic,Front,4,Left,Black,4
11290,843,TOYOTA,Prius,2008,Hatchback,No,Hybrid,1.5,188000,4,Variator,Front,4,Left,Golden,7
30734,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,200179,6,Automatic,4x4,4,Left,Black,12
10381,583,HYUNDAI,I30,2011,Hatchback,Yes,Diesel,1.6,56581,4,Automatic,Front,4,Left,Black,4
8938,1236,HONDA,FIT,2011,Hatchback,No,Hybrid,1.3,121000,4,Variator,Front,4,Right,White,0
4704,0,MERCEDES-BENZ,320,2000,Coupe,Yes,Petrol,3.2,320000,4,Automatic,Front,2,Left,Black,4
16151,1018,BMW,328,2011,Sedan,Yes,Petrol,3,135000,6,Tiptronic,4x4,4,Left,Silver,12
7056,915,BMW,X5,2014,Jeep,Yes,Diesel,3,141384,6,Automatic,4x4,4,Left,Blue,0
22580,889,KIA,Optima,2016,Sedan,Yes,Petrol,2,62876,4,Automatic,Front,4,Left,White,4
941,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,0,4,Automatic,Front,4,Left,Blue,12
55528,1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,84315,4,Automatic,Front,4,Left,Silver,4
392,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,27038,6,Automatic,4x4,4,Left,White,12
9408,0,FORD,Transit,1999,Microbus,No,Diesel,2.5,270000,4,Manual,Rear,2,Right,Blue,2
9565,1058,TOYOTA,Highlander,2012,Jeep,Yes,Petrol,3.5,285186,6,Automatic,Front,4,Left,Grey,12
18503,749,KIA,Optima,2014,Sedan,Yes,Petrol,2.4,89920,4,Tiptronic,Front,4,Left,Grey,12
59586,0,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3.0 Turbo,0,6,Tiptronic,4x4,4,Left,Silver,12
25716,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,107000,4,Automatic,Front,4,Left,Black,12
5331,3268,GMC,Acadia,2007,Sedan,Yes,Petrol,5.3,640171,8,Automatic,Front,4,Left,Black,12
13485,690,CHEVROLET,Cruze Premier,2016,Sedan,Yes,Petrol,1.5 Turbo,112879,4,Automatic,Front,4,Left,Black,8
22900,0,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,99000,4,Variator,Front,4,Left,White,10
14454,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,127500,4,Automatic,Front,4,Left,White,4
22894,777,TOYOTA,Camry,2014,Sedan,No,Petrol,2.5,58400,4,Tiptronic,Front,4,Left,Grey,12
31650,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,164805,4,Automatic,Front,4,Left,White,4
6899,0,MERCEDES-BENZ,A 170,2006,Sedan,No,Petrol,1.7,149000,4,Tiptronic,Front,4,Right,Carnelian red,6
10663,503,TOYOTA,Prius C,2012,Hatchback,Yes,Hybrid,1.5,130000,4,Automatic,Front,4,Left,Sky blue,12
8000,875,TOYOTA,Vitz,2012,Hatchback,No,Petrol,1,80000,3,Variator,Front,4,Right,Silver,2
5175,919,BMW,740,2012,Sedan,Yes,Petrol,3,199536,6,Automatic,Rear,4,Left,Silver,12
7000,874,VOLKSWAGEN,UP,2013,Hatchback,No,Petrol,1,64000,3,Tiptronic,Front,4,Right,White,2
14426,586,TOYOTA,Prius,2012,Sedan,No,Hybrid,1.8,127324,4,Automatic,Front,4,Left,Black,5
220,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,317470,6,Automatic,4x4,4,Left,Grey,12
17876,0,FORD,Transit,2008,Microbus,No,Diesel,2.4 Turbo,160000,4,Manual,Rear,2,Left,White,2
45633,765,SSANGYONG,REXTON,2015,Jeep,Yes,Diesel,2,59077,4,Automatic,Front,4,Left,Black,4
9722,456,TOYOTA,Camry,2015,Sedan,Yes,Hybrid,2.5,241227,4,Automatic,Front,4,Left,Silver,12
24123,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,169700,4,Automatic,Front,4,Left,Silver,4
18817,0,RENAULT,Clio,2013,Hatchback,No,Diesel,1.5 Turbo,0,4,Manual,Front,4,Left,White,4
6586,1190,TOYOTA,Tacoma,2014,Sedan,Yes,Petrol,4,0,6,Automatic,Rear,4,Left,Silver,12
70562,0,BMW,X5 3.5,2014,Jeep,Yes,Petrol,3.0 Turbo,196000,6,Tiptronic,4x4,4,Left,Black,12
53154,1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,105751,4,Automatic,Front,4,Left,White,4
22266,639,MITSUBISHI,Outlander SPORT,2014,Jeep,No,Petrol,2,77000,4,Tiptronic,4x4,4,Left,Black,10
1646,1172,CHEVROLET,Impala,2011,Sedan,Yes,Petrol,3.5,219043,6,Automatic,Front,4,Left,Black,12
29323,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,81142,4,Automatic,Front,4,Left,White,4
7840,1677,FORD,Transit,2003,Microbus,No,Diesel,2.0 Turbo,240000,4,Manual,Front,5,Left,White,2
10036,475,FIAT,500L LONG,2012,Coupe,No,Petrol,1.4,83545,4,Automatic,Front,4,Left,Black,12
26096,891,CHEVROLET,Orlando,2016,Jeep,Yes,LPG,2,121940,4,Automatic,Front,4,Left,White,4
23521,584,TOYOTA,Corolla,2014,Sedan,Yes,Petrol,1.8,75000,6,Tiptronic,Front,4,Left,Black,10
10000,0,FORD,Transit,2002,Goods wagon,No,Diesel,2.0 Turbo,135000,4,Manual,Front,4,Left,White,2
18503,0,TOYOTA,Camry,2007,Sedan,Yes,Hybrid,2.4,248000,4,Automatic,Front,4,Left,Red,6
251,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,39552,4,Automatic,Front,4,Left,Black,12
392,481,FORD,Fusion,2017,Sedan,Yes,Hybrid,2,89758,4,Automatic,Front,4,Left,White,0
11604,0,MERCEDES-BENZ,C 200,2003,Sedan,No,Diesel,2.2,299000,4,Tiptronic,Rear,4,Left,Silver,0
19823,501,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,1.5,122727,4,Automatic,Front,4,Left,Black,4
35899,770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,186097,4,Automatic,Front,4,Left,White,4
16935,777,FORD,Fusion,2014,Sedan,No,Petrol,2.5,130000,4,Automatic,Front,4,Left,White,10
35438,1325,MAZDA,CX-9,2019,Sedan,Yes,Petrol,2.5,11746,4,Automatic,Front,4,Left,Grey,12
1333,949,FORD,Ranger,2010,Pickup,Yes,Petrol,2.3,249683,4,Automatic,Rear,4,Left,Grey,12
21012,0,KIA,Optima,2013,Sedan,Yes,Petrol,2.4,101037,4,Tiptronic,Front,4,Left,Carnelian red,12
470,1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,182024,6,Automatic,4x4,4,Left,Black,12
16778,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,83251,4,Automatic,Front,4,Left,White,4
19914,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,209744,4,Automatic,Front,4,Left,White,4
12544,777,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Petrol,2.5,127000,5,Tiptronic,Front,4,Left,Black,12
27284,834,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,2.7,397915,4,Automatic,Rear,4,Left,White,12
43905,0,TOYOTA,CHR,2018,Jeep,No,Petrol,2,23400,4,Tiptronic,Front,4,Left,Sky blue,12
22269,751,JEEP,Compass,2013,Jeep,Yes,Petrol,2.4,165000,4,Automatic,Front,4,Left,Grey,4
9722,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,471636,4,Automatic,Front,4,Left,Orange,4
3607,900,CHRYSLER,200,2015,Sedan,Yes,Petrol,2.4,75486,4,Automatic,Front,4,Left,Black,12
13987,642,CHEVROLET,Cruze,2012,Sedan,Yes,Diesel,2,104967,4,Automatic,Front,4,Left,Grey,4
282,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,218126,8,Automatic,4x4,4,Left,Black,0
549,585,LEXUS,CT 200h,2013,Hatchback,Yes,Hybrid,1.8,65989,4,Automatic,Front,4,Left,Silver,12
470,645,TOYOTA,Prius,2011,Jeep,Yes,Hybrid,1.8,353606,4,Automatic,Front,4,Left,Grey,12
23521,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,88000,4,Tiptronic,Front,4,Left,Black,11
1646,1104,JAGUAR,XJ,2015,Sedan,Yes,Petrol,3,54429,6,Automatic,4x4,4,Left,White,12
13998,707,MITSUBISHI,Outlander,2011,Jeep,Yes,Petrol,2,100000,4,Tiptronic,4x4,4,Left,Black,8
12544,0,SUZUKI,XL7,2005,Jeep,No,Petrol,2.7,150000,6,Automatic,4x4,4,Left,White,4
16766,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,205000,4,Automatic,Front,4,Left,Grey,4
22840,0,VOLKSWAGEN,Crafter,2007,Microbus,No,Diesel,2.5 Turbo,200000,5,Manual,Rear,4,Left,White,2
32302,1604,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,5.5,101424,8,Automatic,4x4,4,Left,Grey,12
10976,0,FORD,Transit,1998,Microbus,No,Diesel,2.5 Turbo,235000,4,Manual,Front,4,Left,Grey,4
784,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,102397,4,Automatic,Front,4,Left,Black,12
7840,0,JEEP,Liberty,2001,Jeep,No,Petrol,3.7,150000,6,Automatic,4x4,4,Left,Red,0
35846,1249,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,143629,4,Automatic,Front,4,Left,Black,4
16935,503,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,205712,4,Automatic,Front,4,Left,Brown,8
4234,694,CHEVROLET,Aveo,2008,Sedan,Yes,Petrol,1.2,123232,4,Automatic,Front,4,Left,White,4
41083,1760,PORSCHE,Cayenne,2017,Jeep,Yes,Petrol,3.6,37184,6,Automatic,4x4,4,Left,Black,12
12231,650,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4,182880,4,Automatic,Front,4,Left,Black,8
25559,0,VOLKSWAGEN,Passat sel,2011,Sedan,Yes,Petrol,2.5,75000,5,Automatic,Front,4,Left,Silver,6
6743,1236,HONDA,FIT HIBRID,2011,Hatchback,No,Hybrid,1.3,89421,4,Automatic,Front,4,Right,Black,4
35309,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,112804,4,Automatic,Front,4,Left,White,4
12858,0,TOYOTA,Aqua,2013,Sedan,No,Hybrid,1.5,160320,4,Automatic,Front,4,Right,Silver,4
2038,353,TOYOTA,Prius,2015,Jeep,Yes,Hybrid,1.8,104795,4,Automatic,Front,4,Left,White,12
12074,574,HONDA,Insight EX,2010,Sedan,No,Hybrid,1.3,222000,4,Tiptronic,Front,4,Left,Grey,8
5802,505,FORD,Fusion,2018,Jeep,Yes,Hybrid,2,53013,4,Automatic,Front,4,Left,Grey,12
157,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,189704,8,Automatic,4x4,4,Left,Grey,0
3136,0,AUDI,A6,1998,Sedan,Yes,Petrol,2.8,299689,6,Tiptronic,Front,4,Left,Silver,6
19444,502,FORD,Fusion,2013,Sedan,No,Petrol,1.5 Turbo,100000,4,Automatic,Front,4,Left,Black,8
282,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,218126,8,Automatic,4x4,4,Left,Black,0
15053,0,HAVAL,H6,2015,Jeep,Yes,Petrol,1.5 Turbo,28000,4,Manual,Front,4,Left,Black,12
16621,0,VOLKSWAGEN,CC R line,2011,Sedan,Yes,Petrol,2.0 Turbo,177000,4,Automatic,Front,4,Left,Black,12
392,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,314373,4,Automatic,Front,4,Left,Grey,12
100,0,BMW,X5,2005,Jeep,Yes,LPG,4.4,10000,8,Tiptronic,4x4,4,Left,Silver,8
6272,1079,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2,18754,4,Automatic,Front,4,Left,Red,12
8467,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,608650,4,Automatic,Front,4,Left,Orange,4
45,0,HONDA,FIT,2006,Sedan,Yes,Petrol,1.3,180000,12,Automatic,Front,4,Right,Black,2
5000,0,OPEL,Astra,1999,Goods wagon,No,Diesel,2.0 Turbo,0,4,Manual,Front,4,Left,Blue,4
54932,891,FORD,Taurus,2016,Sedan,Yes,Petrol,2,42554,4,Automatic,Front,4,Left,Black,4
26971,1249,MAZDA,Mazda 6 TOURING,2017,Sedan,Yes,Petrol,2.5,31694,4,Automatic,Front,4,Left,Black,10
9722,1211,BMW,328,2010,Sedan,Yes,Petrol,3,105000,6,Tiptronic,Rear,4,Left,Grey,2
314,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,149486,6,Automatic,4x4,4,Left,Silver,12
40142,1202,MITSUBISHI,Outlander,2017,Jeep,No,Petrol,2.4,60800,4,Variator,4x4,4,Left,Grey,12
5950,0,MERCEDES-BENZ,E 220,2000,Sedan,Yes,Diesel,2.2,289350,4,Automatic,Rear,4,Left,Green,6
15994,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,240572,4,Automatic,Front,4,Left,Silver,4
8154,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,173933,4,Automatic,Front,4,Left,Silver,10
15681,0,BMW,X5,2005,Jeep,Yes,Petrol,4.4,7789999,6,Automatic,Rear,4,Left,Brown,0
34074,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,154115,4,Automatic,Front,4,Left,Grey,4
12858,0,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,122500,4,Variator,Front,4,Left,Black,6
3136,475,CHEVROLET,Volt,2012,Hatchback,Yes,Hybrid,1.4,162190,4,Automatic,Front,4,Left,Blue,0
110,2225,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,0,8,Automatic,4x4,4,Left,White,0
28423,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,190000,4,Automatic,Front,4,Left,White,4
1411,1624,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Diesel,3.5,266061,6,Automatic,4x4,4,Left,Black,12
3763,0,VOLKSWAGEN,Golf,1997,Hatchback,No,Petrol,1.8,0,4,Automatic,Front,4,Left,Blue,0
21000,2265,HONDA,Fred,2019,Minivan,Yes,Petrol,1.5,6800,4,Automatic,Front,4,Right,Grey,2
15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,263886,4,Automatic,Front,4,Left,Silver,4
35005,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,113293,4,Automatic,Front,4,Left,White,4
10381,687,CHEVROLET,Lacetti,2010,Sedan,Yes,Petrol,1.6,122590,4,Automatic,Front,4,Left,White,4
314,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,26802,4,Automatic,Rear,4,Left,Black,12
12544,0,FORD,Transit,1995,Goods wagon,No,Diesel,2.5 Turbo,207888,4,Manual,Rear,4,Left,White,0
21326,0,KIA,Optima,2012,Sedan,No,Petrol,2,166400,6,Automatic,Front,4,Left,White,6
9408,1268,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,120000,4,Variator,Front,4,Right,Silver,2
6272,1360,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,202651,8,Automatic,4x4,4,Left,Black,0
470,382,FORD,Fusion,2015,Sedan,Yes,Hybrid,2,367720,4,Automatic,Front,4,Left,White,0
3763,584,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,110685,4,Automatic,Front,4,Left,White,12
10976,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,75000,4,Automatic,Front,4,Left,Silver,4
31220,696,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2.2,256000,4,Automatic,Front,4,Left,Black,4
23521,0,TOYOTA,RAV 4,2011,Jeep,No,Petrol,2.5,144000,4,Automatic,Front,4,Left,Black,6
58338,831,HYUNDAI,Tucson,2017,Jeep,Yes,Petrol,1.6,43420,4,Automatic,Front,4,Left,White,4
76835,0,MERCEDES-BENZ,CLA 45 AMG,2014,Sedan,Yes,Petrol,2.0 Turbo,66000,4,Tiptronic,4x4,4,Left,Black,12
47042,1646,LEXUS,GX 470,2015,Jeep,Yes,Petrol,4.6,106918,8,Automatic,4x4,4,Left,Black,0
21805,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,58958,4,Automatic,Front,4,Left,Black,4
941,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,260771,8,Automatic,4x4,4,Left,Black,0
1500,0,DODGE,Durango,2001,Jeep,No,Petrol,4.7,0,8,Automatic,4x4,4,Left,Black,7
14113,915,BMW,X5,2014,Jeep,Yes,Diesel,3,110715,6,Automatic,4x4,4,Left,White,0
13799,0,DODGE,Caliber,2010,Universal,No,Petrol,2,63000,4,Automatic,Front,4,Left,Black,6
20814,919,HYUNDAI,Grandeur,2012,Sedan,Yes,Petrol,3,215833,4,Automatic,Front,4,Left,Black,4
9408,0,HONDA,FIT,2007,Hatchback,No,Petrol,1.5,180000,4,Variator,Front,4,Right,Blue,4
10663,0,NISSAN,Serena,2005,Minivan,Yes,Petrol,2,117000,4,Automatic,Front,4,Right,Black,12
20385,0,NISSAN,Murano,2005,Jeep,Yes,CNG,3.5,155200,6,Automatic,4x4,4,Left,Silver,8
9377,1090,CHEVROLET,Captiva,2008,Jeep,Yes,Diesel,2,53391,4,Automatic,Front,4,Left,White,4
30517,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,151854,4,Automatic,Front,4,Left,Grey,4
8500,0,FORD,Transit CL,1992,Microbus,No,Diesel,2.5,2582,4,Manual,Rear,2,Left,Blue,0
12544,0,MERCEDES-BENZ,C 230,2004,Sedan,Yes,Petrol,1.8 Turbo,153000,4,Automatic,Rear,4,Left,Silver,6
52687,1055,MERCEDES-BENZ,ML 350 4 MATIC,2013,Jeep,Yes,Petrol,3.5,78000,6,Tiptronic,4x4,4,Left,Black,12
13000,0,MERCEDES-BENZ,E 500,2000,Sedan,Yes,Petrol,5,168000,8,Tiptronic,Rear,4,Left,Black,12
8200,0,HONDA,Cr-v,2002,Jeep,No,CNG,2,69000,4,Automatic,4x4,4,Right,Silver,6
28789,694,CHEVROLET,Captiva,2014,Jeep,Yes,Diesel,2.2,93576,4,Automatic,Front,4,Left,Silver,4
188,289,FORD,Escape,2008,Sedan,Yes,Hybrid,0.4,209843,4,Automatic,Front,4,Left,Grey,0
94,441,HYUNDAI,Sonata,2015,Sedan,Yes,Hybrid,2.4,261928,4,Automatic,Front,4,Left,Black,0
11917,742,OPEL,Astra,2008,Goods wagon,No,Diesel,1.3 Turbo,149000,4,Manual,Front,4,Left,Black,12
549,690,CHEVROLET,Malibu,2016,Sedan,Yes,Petrol,1.5,229003,4,Automatic,Front,4,Left,Black,12
12231,425,KIA,Picanto,2015,Sedan,Yes,Petrol,1,39625,3,Automatic,Front,4,Left,Beige,4
8311,0,BMW,523,2001,Sedan,No,Petrol,2.3,200000,6,Manual,Rear,4,Left,Blue,12
57607,784,TOYOTA,Aqua,2017,Hatchback,Yes,Petrol,1.5,15000,4,Automatic,Front,4,Left,Black,4
13799,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,30258,4,Automatic,Front,4,Left,Silver,4
25089,642,VOLKSWAGEN,Tiguan,2012,Jeep,Yes,Petrol,2.0 Turbo,90000,4,Tiptronic,Front,4,Left,Silver,8
392,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,353774,4,Automatic,Front,4,Left,White,12
6272,0,MAZDA,MPV,2001,Minivan,No,Petrol,2.5,138974,6,Automatic,4x4,4,Right,Black,0
157,1058,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3.5,245762,6,Automatic,4x4,4,Left,Black,12
29793,0,BMW,320 i,2013,Sedan,Yes,Petrol,2.0 Turbo,161000,4,Tiptronic,Rear,4,Left,Black,8
31988,1211,MERCEDES-BENZ,Vito,2010,Minivan,Yes,Diesel,3.0 Turbo,240000,6,Automatic,Rear,4,Left,Black,2
549,810,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,73674,4,Automatic,Front,4,Left,Silver,12
48575,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,121639,4,Automatic,Front,4,Left,Silver,4
157,1058,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Petrol,3.5,245762,6,Automatic,4x4,4,Left,Black,12
10036,0,MERCEDES-BENZ,CLK 320,2004,Coupe,Yes,Petrol,3.2,178000,6,Tiptronic,Rear,2,Left,Blue,0
4704,0,OPEL,Corsa,1998,Hatchback,No,Petrol,1.4,0,4,Manual,Front,4,Left,Carnelian red,3
17719,1202,HYUNDAI,Sonata,2017,Sedan,No,Petrol,2.4,0,4,Automatic,Front,4,Left,Grey,0
15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,219432,4,Automatic,Front,4,Left,Silver,4
18814,0,TOYOTA,RAV 4,2007,Jeep,No,Petrol,3.5,260000,6,Automatic,4x4,4,Left,Grey,8
21500,831,HONDA,Cr-v,2011,Jeep,Yes,Petrol,2.4,116000,4,Automatic,4x4,4,Left,Brown,12
392,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032,4,Automatic,Front,4,Left,Silver,12
36065,1273,LAND ROVER,Discovery,2009,Jeep,Yes,Diesel,2.7 Turbo,147000,6,Tiptronic,4x4,4,Left,Black,12
